"title","authors","issue","abstract","year","vol","no","start_page","end_page","pages"
"读写分离的脑神经机制：来自fMRI的证据","翟洪昌;任静;肖胜勇;邓波平;徐晓霞","2011 Vol. 43 Issue (02)  132-142<U+00A0><U+00A0><U+00A0><U+00A0>DOI:                                         ","使用只读不写的繁体字和会读会写的简体字材料, 以默读为实验任务, 探讨“会读会写”与“只读不写”文字的加工脑区。8名在校大学生在磁共振扫描过程中默读呈现的繁体字或简体字, 采用ANOVA统计全脑激活图。与简体字相比, 繁体字额外激活了右额下回、左小脑。在功能连接性上, 简体字和繁体字相同的激活脑区有左楔前叶-左内侧前额叶, 左楔前叶-左中央前回, 右枕中回-左舌回; 不同的是, 繁体字左楔前叶与右额下回有高相关, 而简体字左楔前叶与右额中回有高相关。左内侧前额叶与中央前回只在繁体字中表现出高相关。繁体字和简体字任务的T检验差异脑区包括左颞中回和右顶下小叶。只读不写的文字具有加工的整体性和轮廓性特征, 它的读音与不规则简体字相似, 具有整字加工特点。繁体字和简体字加工具有相同的功能连接区, 但也存在差异。右脑表现为连接脑区不同, 左脑内侧前额叶与中央前回表现为相关性不同, 说明内侧前额叶-中央前回在繁体字加工中起着重要作用。实验结果还证明顶叶是记忆再认的主要脑区。",2011,43,2,132,142,11
"归类优势与基本水平效应的再探讨","毋嫘;莫雷","2011 Vol. 43 Issue (02)  143-151<U+00A0><U+00A0><U+00A0><U+00A0>DOI:                                         ","类别特异性分数是预测归类优势的有效指标。实验1考察该分数能否预测基本水平归类优势, 结果：分数较高的表现归类优势。实验2检验有归类优势的下位类别的分数, 结果：它们都有较高分数, 同时发现下位类别的特异性可以影响分数。实验3探讨相同的基本水平与特异性不同的下位组合的归类表现, 结果：下位特异性低就表现基本水平归类优势, 高则相反。据此提出“经验说”, 分数高低与人们在经验中对各层次类别形成的表征特异性程度相关。",2011,43,2,143,151,9
"青少年结果预期与评价的ERP研究","陈晶;索涛;袁文萍;冯廷勇","2011 Vol. 43 Issue (02)  152-163<U+00A0><U+00A0><U+00A0><U+00A0>DOI:                                         ","大脑不断地对环境事件产生预期并将这些预期与实际结果进行比较, 通过对反馈刺激的结果评价以优化后续行为。采用抽奖式赌博任务范式, 操纵得奖的确定性程度, 利用事件相关电位技术(ERP), 研究青少年结果预期与评价的认知和神经电生理过程, 以成人作为对照组进行比较分析。研究结果表明：(1)在反映自动、快速结果评价的FRN上, 无论在高确定性还是在低确定性条件下, 青少年与成人均未表现出显著性差异; (2)组别与确定性程度在P300波幅上表现交互作用显著, 简单效应分析表明, 在高确定性条件下, 青少年组输、赢的P300波幅表现出差异; 而成人组输、赢的P300波幅无显著性差异。青少年对反馈刺激自动的快速结果评价能力已接近成人水平, 而对反馈刺激功能意义评价的控制加工能力还未发展成熟。",2011,43,2,152,163,12
"广泛性焦虑个体的注意偏向","杨智辉;王建平","2011 Vol. 43 Issue (02)  164-174<U+00A0><U+00A0><U+00A0><U+00A0>DOI:                                         ","探讨广泛性焦虑个体在一般情境和不确定性情境下注意偏向的特点。采用点探测注意搜索任务研究了在一般情境下和不确定性情境下广泛性焦虑个体的注意偏向, 结果表明高广泛性焦虑个体的注意偏向以对威胁性刺激的注意转移困难为主, 不确定性情境会让广泛性焦虑个体更容易处于紧张焦虑的状态当中, 从而对情绪性刺激尤其是消极刺激表现出更多的注意偏向和对情绪性刺激直接的注意敏感性。",2011,43,2,164,174,11
"解释水平对品牌联想和品牌延伸评估的影响","柴俊武;赵广志;何伟","2011 Vol. 43 Issue (02)  175-187<U+00A0><U+00A0><U+00A0><U+00A0>DOI:                                         ","由于人们更加关切与其解释水平相匹配的信息、经验和事物, 解释水平能够系统性地影响人们的判断与决策。本研究将解释水平视为重要的调节变量, 探查它对消费者的品牌联想和品牌延伸评估的可能影响。实验一用于检验来源于个体差异的不同解释水平(高与低)的被试, 对于同一品牌是否产生不同形态(原型性与范例性)的品牌联想以及探查它们之间的相对数量关系。实验二采用2(解释水平：高vs.低)×2(契合类型：原型性契合vs.范例性契合)组内和组间因子混合设计, 用于检验基于时间距离的解释水平是否调节契合类型对品牌延伸评估的影响关系。实验研究结果发现：在接触到品牌名称时, 具有高水平解释倾向的消费者, 将比低水平解释倾向的消费者, 呈现更多的原型性联想; 而具有低水平解释倾向的消费者, 将比高水平解释倾向的消费者, 呈现更多的范例性联想; 在低水平解释条件下, 消费者对范例性契合延伸产品的评估要好于对原型性契合延伸产品的评估; 而在高水平解释条件下, 消费者对原型性契合延伸产品的评估要好于对范例性契合延伸产品的评估。",2011,43,2,175,187,13
"个体情绪智力与工作场所绩效关系的元分析","张辉华;王辉","2011 Vol. 43 Issue (02)  188-202<U+00A0><U+00A0><U+00A0><U+00A0>DOI:                                         ","运用元分析方法对个体情绪智力与工作场所绩效的关系问题进行了探讨。来源于75项研究的87个独立样本满足了元分析的标准(N=12882)。元分析结果发现, 整体上个体情绪智力与工作场所绩效有中等程度的相关(r=0.28); 情绪智力测量工具、绩效衡量标准、实证数据特点和文化差异等会调节影响它们之间的关系; 在多种调节效应中, 中国文化背景下它们之间的关系最强(r=0.37)。结果表明, 情绪智力能有效地预测工作绩效; 情绪智力与工作绩效的关系强度受不同因素影响会发生小幅变化; 文化差异对它们之间关系的影响最为明显。此结果提供了情绪智力预测工作绩效的精确估计, 并能为未来情绪智力研究指引方向。",2011,43,2,188,202,15
"引入曝光因子的计算机化自适应测验选题策略","程小扬;丁树良;严深海;朱隆尹","2011 Vol. 43 Issue (02)  203-212<U+00A0><U+00A0><U+00A0><U+00A0>DOI:                                         ","在计算机化自适应测验(CAT)的研究中, 制定既高效又安全的选题策略是一个追求目标。用极大项目信息量准则(MIC)选题使得测验效率高、能力估计准确, 缺点是项目调用很不均匀, 影响考试的安全; 按a分层法通过控制试题曝光率以提高考试的安全性, 但该方法可能会使测验效率略有下降, 且该方法在各层内部无法实现对区分度的调整。本文针对上述两种选题策略的优缺点, 对0-1评分下的CAT, 通过引入曝光因子、分阶段自动调整区分度的影响以及提高选题准确性等手段, 对MIC和a-STR进行改进, 引入了两类新的选题策略。计算机模拟实验显示, 新的选题方法效果比较理想。",2011,43,2,203,212,10
"无我：佛教中自我观的心理学分析","彭彦琴;江波;杨宪敏","2011 Vol. 43 Issue (02)  213-220<U+00A0><U+00A0><U+00A0><U+00A0>DOI:                                         ","“无我”不仅是佛教心理学的核心, 也是佛教心理学关于自我本质的独特见解：微细难知的末那识是自我产生的根源; 东方式禅定是自我研究的方法; 自我是五蕴和合的幻相, 无我是假我与真我的统一。佛教心理学以“无我”揭示了自我的真谛, 是对西方心理学自我研究范式的一种补充与超越。",2011,43,2,213,220,8
"对称场景中朝向一致性对内在参照系的影响","李晶;张侃","2011 Vol. 43 Issue (03)  221-228<U+00A0><U+00A0><U+00A0><U+00A0>DOI:                                         ","采用部分场景再认范式研究了对称场景中物体朝向的一致性对内在参照系建立的影响。被试在实验1中沿对称轴方向学习无朝向物体组成的场景; 实验2中沿对称轴方向学习有朝向物体组成的场景; 实验3中沿对称轴与物体朝向方向学习与实验2相同的场景。结果表明：(1)物体朝向一致性影响了对称场景中内在参照方向的选择; (2)无论是否存在观察视点的干扰, 观察者选择对称轴和物体的一致朝向作为内在参照方向的可能性没有显著差异。",2011,43,3,221,228,8
"三字字谜顿悟的时间进程和半球效应：一项ERP研究","沈汪兵;刘昌;张小将;陈亚林","2011 Vol. 43 Issue (03)  229-240<U+00A0><U+00A0><U+00A0><U+00A0>DOI:                                         ","运用事件相关电位ERPs技术, 采用猜谜任务范式, 从字谜问题解决中谜底“催化”所诱发顿悟的时间进程和半球差异两方面来探讨顿悟的认知神经机制。结果发现：在320~550ms内, “有顿悟”和“不理解”较“无顿悟”的ERP波形均有一个更大的负向偏移。在“有顿悟-无顿悟”和“不理解-无顿悟”差异波中, 该负成分的潜伏期约为380ms, 差异波的脑电峰值锁定在Cz点。半球主效应不显著, 但反应与半球交互效应显著, 其中“有顿悟”差异波的右半球平均波幅显著高于左半球和矢中部。结果表明：N380可能反映了顿悟中舍弃强外显意义而选择弱内在隐喻意义的认知抉择过程, 且右半球在“顿悟”中表现出优势效应。",2011,43,3,229,240,12
"汉语语调早期加工的脑机制","任桂琴;韩玉昌;周永垒;任延涛","2011 Vol. 43 Issue (03)  241-248<U+00A0><U+00A0><U+00A0><U+00A0>DOI:                                         ","采用ERP方法, 结合LORETA源定位分析技术, 考察了汉语语调早期自动加工的脑机制。结果发现： (1)对于附着在二声调汉字后的语调, 无论以单字词的形式, 还是以句子的形式呈现, 都没有诱发MMN; (2)当过滤掉实验刺激的言语信息后, 词音高和句子音高条件均诱发了MMN, 且这两个条件下的MMN波幅差异不显著; (3)LORETA分析发现, 句子音高条件在右半球顶叶的多个区域存在显著激活。该结果拓展了以往的研究结论, 为声学假设提供了证据。",2011,43,3,241,248,8
"不同年级学生阅读知觉广度及预视效益的眼动研究","闫国利;王丽红;巫金根;白学军","2011 Vol. 43 Issue (03)  249-263<U+00A0><U+00A0><U+00A0><U+00A0>DOI:                                         ","本研究以小学五年级学生和大学生为被试, 采用眼动技术, 从阅读知觉广度和副中央凹预视效益相结合的角度考察读者在阅读过程中一次注视获得信息的情况。实验一采用呈现随眼动变化技术探讨了不同年级学生一次注视获取信息的范围, 即阅读知觉广度。实验二采用边界范式进一步考察不同年级学生在知觉广度范围内, 副中央凹预视获取信息的类型。研究发现, 大学生读者知觉广度范围较大, 能够在副中央凹预视中获取字形和语音的信息, 而小学生读者的知觉广度范围较小, 在副中央凹预视中仅能获取字形的信息。上述结果表明, 不同年级学生在注视时, 获取信息的范围及在副中央凹预视时获取信息的类型上均存在一定差异。",2011,43,3,249,263,15
