"title","authors","issue","abstract"
"肢体形状和肢体动作表征的早期发展","杜碧煊,张明明,张珂烨,任杰,何蔚祺()","2019 Vol. 27 Issue (10)  1703-1712<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2019.01703","肢体是社会性信息的重要载体。研究肢体表征的早期发展对于揭示其肢体表征加工的内在机制, 进一步理解婴儿的社会性发展具有重要意义。从肢体形状和肢体动作两个方面来看, 已有研究主要考察了婴儿在处理肢体结构信息和运动信息时的表征方式, 并提出了婴儿肢体表征发展机制的两种理论。未来应进一步明确婴儿肢体表征的具体发展过程及关键期, 并通过脑成像技术探究生物运动偏好对于肢体表征的作用机制。"
"自闭症谱系障碍个体的焦虑：发生机制、评估与治疗","刘春燕,陈功香()","2019 Vol. 27 Issue (10)  1713-1725<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2019.01713","自闭症谱系障碍是一种神经发育性障碍, 主要表现为社会交往互动障碍和重复刻板性行为。焦虑或焦虑障碍常被认为是自闭症个体最普遍的共病之一。焦虑与自闭症之间的关系尚不明确, 自闭症个体的焦虑与无法忍受不确定性、杏仁核功能和体积、情绪调节策略、消极思维存在一定关联; 目前已经开发出专门用于自闭症个体焦虑的评估工具; 修订版认知行为疗法对自闭症个体焦虑的治疗取得了良好效果。未来的研究应着重探索自闭症个体焦虑的认知与神经机制, 检验专用评估工具的有效性, 继续关注现代技术(如虚拟现实技术)对自闭症个体焦虑的治疗效果。"
"反社会人格障碍的神经生物学基础及其司法启示","刘宇平,赵辉,李姗珊,张卓,杨波()","2019 Vol. 27 Issue (10)  1726-1742<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2019.01726","反社会人格障碍(Antisocial Personality Disorder, ASPD)是一种漠视或侵犯他人权益的普遍行为模式, 是与犯罪关联极高的精神障碍。ASPD的形成受基因和环境因素的影响, 表现为神经递质和激素系统的紊乱, 以及自主神经系统活跃程度和大脑结构与功能的异常。上述神经生物学因素可能导致ASPD患者表现出执行控制障碍、情绪功能障碍、无视惩罚信息和奖赏偏好等特点。神经生物学研究的证据为ASPD罪犯的循证矫治、风险评估、定罪量刑等司法实践提供了启示。建议未来从神经生物学角度对ASPD的诊断分类标准、治疗方法和影响因素等方面开展研究。"
"美的就是好的?外貌吸引力在亲密关系中的作用","李雪,郑涌()","2019 Vol. 27 Issue (10)  1743-1757<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2019.01743","外貌吸引力对亲密关系的建立和发展发挥着不可忽视的作用。由于高外貌吸引力个体被认为具有更多的社会理想特质和更优良的基因, 因此被视为具有更高的配偶价值, 从而有效地促进亲密关系的建立。然而在亲密关系发展中, 由于不匹配的外貌吸引力引起低外貌吸引力伴侣采取一系列的伴侣保留、嫉妒、侮辱和性强迫行为, 从而加速亲密关系的破裂。也有研究指出高外貌吸引力男性可能不具有良好的基因, 而女性也不会在繁殖高峰期偏爱高外貌吸引力男性。“美的就是好的”的看法正在受到质疑, 研究结果也已引发了诸多争议和分歧, 相关的直接证据亦有待进一步夯实。"
"为什么信息超载损害决策?基于有限认知资源的解释","车敬上1,孙海龙2,肖晨洁1,李爱梅1()","2019 Vol. 27 Issue (10)  1758-1768<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2019.01758","信息超载是指需要处理的信息量大于信息加工的能力。信息超载会降低决策质量, 延长决策时间, 降低决策满意度, 引起慢性压力。信息超载损害决策的机制可以从有限的注意力资源和工作记忆资源来解释。在信息超载条件下, 一方面用于过滤和控制信息的注意力资源总量被快速消耗, 注意力资源的分配和利用受到无关信息的干扰, 信息得不到高效加工; 另一方面负责保持和加工信息的工作记忆在限定时间内不能充分加工海量信息, 进而损害决策绩效。未来可以运用眼动赋权法探索信息超载下的信息加工模式; 发展意识思维和无意识思维的动态耦合模型指导个体减轻信息超载; 探索运用智能代理和交互记忆系统缓解组织中的信息超载。"
"农耕-游牧文化下风险偏好的差异：证据与分析框架","续志琦,辛自强()","2019 Vol. 27 Issue (10)  1769-1779<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2019.01769","个体风险偏好是决策心理学的主要关注点之一, 其差异受个体因素及文化的影响。已有研究主要围绕集体主义-个体主义的文化分类研究个体风险偏好差异, 忽略了物质文化的影响。生态决策及社会生态研究者认为, 生态环境通过塑造物质文化(例如生存策略)影响个体经济偏好。基于对以往文献的分析发现, 不同生存策略主导的两大文化(农耕和游牧)对个体的风险偏好有不同影响, 属于农耕文化的个体更厌恶风险, 而属于游牧文化的个体具有更高的风险偏好。由于现有研究的局限和不足, 该推论值得进一步的因果研究证实。"
"组织行为学领域妒忌研究的不同视角、分歧和未来方向","刘得格1(),朱伟春1,李文东2,朱婷1,刘芳","2019 Vol. 27 Issue (10)  1780-1792<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2019.01780","妒忌他人是生活和工作中一种普遍的现象, 虽然宗教学、哲学和历史典籍等领域很久以前就有诸多有关妒忌的记录, 但是, 直到近来妒忌才引起组织行为学研究者的关注。尽管以往多学科和多视角的研究加深了研究者对妒忌的理解, 然而, 在组织行为学领域深入研究妒忌仍面临诸多挑战。为澄清妒忌研究中的挑战、明确分歧、推进妒忌研究, 首先从妒忌特有视角、妒忌分类视角和妒忌整体视角对妒忌研究进行总结分析, 然后重点从妒忌的性质、应对妒忌的策略、解释矛盾结论三方面分析以往三种妒忌研究视角之间的分歧。在此基础上, 建议未来研究可以进一步厘清妒忌内涵和测量、深入研究妒忌者和被妒忌者之间的二元关系、整合不同视角的妒忌研究。"
"团队文化多样性对团队创新的影响及作用机制","李倩1,龚诗阳2(),李超凡1","2019 Vol. 27 Issue (9)  1521-1539<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2019.01521","随着经济全球化和跨国企业的迅速发展, 越来越多的企业中开始出现具有多样性文化背景的团队。企业管理者期待具有不同文化背景的员工能在团队工作中贡献新的观点和视角, 从而促进团队创新。因此, 探讨团队文化多样性与团队创新之间的影响关系已成为近年来学术界和企业界共同关注的焦点问题。所以, 采用社会分类-信息加工的理论视角, 首先厘清团队文化多样性的理论框架, 并进一步检验团队文化多样性与团队创新之间的影响关系及内在机制; 并且, 分别从团队内部和团队外部因素出发, 探讨团队文化多样性与团队创新影响关系中的边界条件。在实践上, 研究结论也将为企业有效管理跨文化团队, 推动企业创新提供一定的理论指导。"
"道德概念具身隐喻及其影响因素：来自元分析的证据","丁凤琴(),王冬霞","2019 Vol. 27 Issue (9)  1540-1555<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2019.01540","采用元分析技术探讨道德概念具身隐喻及其影响因素。通过文献检索和筛选, 共有65篇文献153个独立样本符合元分析标准( N = 8659)。元分析结果显示, 道德概念具身隐喻的始源域与目标域存在中等程度正相关(r = 0.34); 调节效应检验表明, 道德概念具身隐喻受文化背景和隐喻维度的影响, 但不受隐喻映射方向、研究范式和感觉通道的影响。以上研究结果表明, 道德概念具身隐喻具有心理现实性, 并且受文化背景和隐喻维度的调节, 具体而言, 东方文化背景下个体的道德概念具身隐喻更强, 道德概念与空间维度和大小维度的隐喻联结程度更高。 "
"认知加工的自动化现象：从二分法到渐进观","陈圣栋,陈永强,高伟,罗利,杨洁敏,袁加锦()","2019 Vol. 27 Issue (9)  1556-1563<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2019.01556","认知自动化是人类学习和进步的必经之路。传统的二分法通过无意识等特征简单地将认知加工过程分为受控加工与自动化加工。但这些特征取决于研究者所采用的研究范式, 不具有普适性。近年来研究者根据注意资源有限理论提出自动化是一个渐进的过程, 而注意资源需求的减少是自动化发展的核心特征。相比二分法, 这种渐进观更加符合实证研究的发现。而且, 渐进观在信息加工自动化理论和技能习得理论的阶段性中都得以体现, 进一步证明了渐进观的普适性。"
"事件切割：我们如何知觉并记忆日常事件?","邵意如,周楚()","2019 Vol. 27 Issue (9)  1564-1573<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2019.01564","事件切割指的是人们将连续的外界信息析解成若干个有意义且互相关联的事件的过程, 实验室中通常使用事件切割任务对其进行研究。事件切割既包含自下而上的加工过程, 也有自上而下加工的成分。事件切割活动对记忆有着重要的影响, 个体知觉事件、回忆事件的能力被认为与其日常生活紧密相关。解释事件切割加工过程和特征的理论模型主要包括情境模型、事件切割理论和事件视界模型。未来的研究可以深入探讨事件记忆在不同测试类型上的差异, 并关注事件切割过程中的注意分配过程。"
"成人在语境中的母语词汇意义学习 *","刘文娟,董及美,崔梦舒,陈功香()","2019 Vol. 27 Issue (9)  1574-1584<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2019.01574","语境学习是成人获得词汇意义的主要方式, 大量研究者使用语境学习范式考察成人母语词汇意义学习的问题。已有研究将词汇意义学习分为两大阶段：习得词汇的对应概念阶段和将新词的意义整合到已有的语义网络中的阶段。基于词汇意义学习两大加工阶段中语境学习的相关研究, 梳理了词汇、语境、被试因素对成人词汇意义学习的影响, 指出未来研究需要进一步关注新概念学习、隐喻意义学习等问题。"
"多目标追踪在各类人群评价与训练中的应用","李泰安1,张禹1,李杰2,1()","2019 Vol. 27 Issue (9)  1585-1595<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2019.01585","多目标追踪范式主要用来探讨动态情景下对多个目标的视觉注意和记忆加工过程, 早期研究侧重于追踪过程中的影响因素及加工机制。近年来, 越来越多的研究应用多目标追踪范式对各类人群进行评价与训练, 包括儿童、老年人、神经发育障碍患者、驾驶员、运动员、电子游戏玩家以及一些其他职业群体。总体来看, 多目标追踪表现越好, 在复杂快速的动态情境中的专业表现越好; 反之, 多目标追踪表现差, 标志着认知功能可能发育不成熟或出现衰退。并且, 多目标追踪还可作为认知训练的手段, 改善老年人和神经发育障碍患者的认知功能, 提高各职业人群的专业表现。未来, 多目标追踪作为评价和训练的方法还有很大的发展空间, 包括加强特殊职业人群的模拟训练, 扩展目标人群, 结合立体视觉和真实场景, 结合身体活动, 探索多人合作的多目标追踪, 拓展用于进行情绪和社会功能的评价与训练等。"
