"title","authors","issue","abstract","year","vol","no","start_page","end_page","pages"
"从征地过程看村干部的行动逻辑——以华东、华中三个村庄的征地事件为例[J].","齐晓瑾　蔡　澍　傅春晖.","社会杂志,2006,26(2):115-135.","本文基于2005年春在华东、华中地区三个村庄所做的土地征用调查，通过对村干部在农地征用过程中行为的观察，提出了理解村干部角色的一个新视角。随着工业化和城市化的发展，越来越多的农村土地被政府征用，在这个过程中，村庄内部资源迅速集聚。作为村庄资源的掌握者，村干部为了获得更多的利益，一方面和地方政府形成利益的共谋；另一方面又通过各种各样的行动策略重新构建了村庄的结构。文章通过对村干部行为的分析，试图揭示这些行为背后所蕴涵的行动逻辑，从而有助于我们对村干部角色的理解。",2006,26,2,115,135,21
"青年农民工的城市适应：实践社会学研究的发现[J].","符　平.","社会杂志,2006,26(2):136-158.","青年农民工适应城市的实践受到乡土世界、想象世界、城市世界和实践世界交互作用的影响，其形态和逻辑被四个世界型塑。他们的行为和价值观都是其实践世界之社会与人际关系结构的直接反映。他们通过实践性惯习的生产与再生产方式，来寻求一种界定并表达自身身份的社会适应性。这足以使他们应付城市的一般生活，并不一定需要获得现代性来适应城市。乡土性在他们的生活中仍然发挥着较大的路径依赖作用，获得一些现代性特征并不意味着他们就能适应、融入城市。青年农民工实践世界里诸多冲突关系和限制因素直接导致他们难以适应和融入城市。",2006,26,2,136,158,23
"迈向“虚无之物”的日常生活消费实践——一个消费者的视野[J].","张敦福.","社会杂志,2006,26(2):159-174.","依据对日常消费实践的经验和观察，作者从消费者的视角论证：在全球化进程中，中国社会生活中的消费实践正在快速地奔向“虚无之物”———没有内涵，没有特色，没有个性，由某个中心建构和控制的、比较而言缺乏特定内容的社会形式。“虚无之物”是瑞泽尔（<')=(7）建构的一个理想类型概念，在使用这个框架之前，本文根据相关理论传统和中国经验稍加修改。中国社会消费实践>"" 年来的剧变被阐释为消费革命、第二次解放和人们的选择自由。不过，作者认为，变革的社会后果可能是灾难性的，中国不仅会丧失曾经拥有的独特文化和传统，而且生活的意义和情趣正在遭到侵蚀和损害。",2006,26,2,159,174,16
"中国社会保障制度改革的目标定位新探[J].","李迎生.","社会杂志,2006,26(2):175-188.","基于社会公正的价值理念和国际经验，同时考虑到中国的实际，中国社会保障改革中长期存在的重城市、轻农村的倾向应当尽快改变。以推进社会保障体系的城乡衔接为基本目标，社会保障制度的改革应当突破“大保障”的思路，选择“小保障”的方向。在对社会保障的基本项目、待遇标准以及各方责任根据“小保障”的思路作出调整的基础上，实现社会保障体系的城乡衔接将具有现实的可能性。由于“小保障”的思路需要长期坚持，而且起源于西方的现代保障模式在精神保障功能的实现方面是有缺陷的，这就使得继续弘扬民族优秀保障传统势在必行。",2006,26,2,175,188,14
"论医疗服务的公共属性和社会属性[J].","杨伟民.","社会杂志,2006,26(2):189-204.","本文运用公共政策和社会政策的基本原理分析了医疗服务的性质。纵观我国医疗服务体制改革的有关政策措施，总体上缺乏对医疗服务的性质的明确认识。这种认识上的偏差导致了医疗服务政策从指导思想到具体规则的种种问题，同时更导致了医疗服务实践既缺乏效率也缺乏公正。本文通过对医疗服务性质的分析，论证了医疗服务的一部分属于公共服务，另一部分属于社会服务。
　",2006,26,2,189,204,16
"有机的公共生活:从责任建构民主[J].","林尚立.","社会杂志,2006,26(3):1-23.","现代民主的产生以国家与社会二元分化为前提,但其成长却有赖于两者之间的协调、平衡或合作,公共生活由此产生。所以,民主的成长,不仅需要制度建构,而且需要公共生活的建构。不同的民主形态形成不同的公共生活,可将其概括为三种:组织化的公共生活、私域性的公共生活和有机的公共生活。公共生活的每一次演进,都意味着民主体系的成长。战后,人类民主发展创造了与之相适应的有机的公共生活。有机的公共生活是社会与国家有机互动,共同创造的,而国家与社会恪守各自权利所形成的责任要求,是这种公共生活的基础。这体现了民主生活的另一种建构形式,即从责任建构民主。",2006,26,3,1,23,23
"自我行动的逻辑——理解“新传统主义”与中国单位组织的真实的社会建构[J].","汪和建.","社会杂志,2006,26(3):24-45.","中国单位组织中何以未能发生变革或终结其制度的集体行动？解答该问题的关键在于理解中国单位组织的“真实的社会建构”。本文认为，华尔德的“新传统主义”模式，已为研究中国单位生活中真实的行动及其制度再建构奠定了基础。进一步的研究，应当是对该理论的若干假设进行修正，并将其建立在更为坚实的行动理论的基础之上。这种特定的行动理论即本文旨在建立的中国人的自我行动理论。本文的论点是，中国人并非是个人行动者而是自我行动者。自我行动受自我主义和关系理性的驱动和约束。从自我行动到关系行动，再到小集团或派系行动，构成了中国人自我行动的逻辑进程。透过这一逻辑进程及其引致的后果，我们能更深入地理解中国单位组织的真实的社会建构。",2006,26,3,24,45,22
"社会记忆及其建构——一项关于知青集体记忆的研究,[J].","王汉生　刘亚秋.","社会杂志,2006,26(3):46-68.","任何个体化的叙述都不可避免地带有“社会文本”的痕迹，知青集体记忆正是通过知青个体化的充满张力的叙事而展开其逻辑的。通过叙事，知青“自我”意义和“群体”意义生成，在此基础上，知青通过对“代”的认同，使得自己与国家历史相联，以确定自我形象并在更宏大的社会结构中进行定位。知青对意义的定位和追寻反映了这一代人持续的和深刻的认同危机。“劫后辉煌”是知青对自己青春创伤的救赎。尽管知青集体记忆存在着复杂的分层，但是，意义已经在叙述和回忆中完成。知青文学作为一种传播广泛的刻写方式，知青聚会作为一种普遍参与的操演方式，它们对知青集体记忆的建构起到了不可忽视的作用。而“上山下乡”历史事件的特点为知青集体记忆的建构提供了空间和可能性。我们希望有关知青社会记忆研究能够在研究实践层面推进社会记忆研究这个领域。",2006,26,3,46,68,23
"法村社会支持网络的整体结构研究——块模型及其应用,[J].","刘　军.","社会杂志,2006,26(3):69-80.","本文利用“块模型”方法分析黑龙江省一个村落的社会支持网，是针对费孝通教授提出的“差序格局”理论进行社会网络意义上的一种量化研究。研究发现，在“劳力支持”网络和“亲属关系网”中都存在四个子群。这种发现揭示了法村村民之间的互助行为的整体模式。“块模型”的价值在于可以揭示多种社会网络的整体结构和关系模式。因此，块模型方法可用来研究特别重视“关系”的中国社会。",2006,26,3,69,80,12
"企业工会的“制度性弱势”及其形成背景[J].","冯　钢.","社会杂志,2006,26(3):81-98.","我国现行工会组织及其运作模式源于改革开放前的计划经济体制，相对于当前社会利益分化的现实，这种传统的工会组织及其运作模式存在着三方面的“制度性弱势”：即工会组织对行政主管和企业领导的高度依赖；工会组织无法代表职工的利益；集体谈判、集体协商和集体合同制度缺乏集体行动的合法性基础。",2006,26,3,81,98,18
"论大型国有企业失业人员的转型适应与社会认同——于辽宁省的个案调查,[J].","赵定东.","社会杂志,2006,26(3):99-117.","大型国有企业下岗失业人员再就业出现困难的一个重要因素是其转型适应发生了障碍，其根源在于单位习性的惯性作用和社会认同的自弃制约。单位习性源自国有企业长期的计划经济体制施行的影响；社会认同的自弃行为则是计划经济体制与市场经济体制运行脱节的现实表现。转型适应有同化、整合、分化和边缘化四种表现形式。同化、整合是转型适应的良性状态；而分化和边缘化则是其恶性状态。分化和边缘化的产生是由于体制内社会国家责任过重、社会保障项目过于全面等因素的影响。就社会政策的导向效用而言，社会保障必须把握一定的度，否则就会导致保护懒惰的消极后果。",2006,26,3,99,117,19
"当代中国城乡家庭结构变动比较[J].","王跃生.","社会杂志,2006,26(3):118-136.","<U+00A0>世纪,"" 年代末城乡核心家庭虽相对减少，然而，城乡家庭结构的简化趋势并没有改变。在城市，其标志是单人家庭上升，核心家庭中夫妇核心家庭上升，直系家庭中三代直系家庭下降。乡村三代直系家庭增加，约占乡村家庭总数的!""- 以上，达到近!"" 年的最高水平；单人家庭和夫妇核心家庭则处于增长状态。当代城乡家庭结构的变动特征与二十余年来计划生育政策推行之下“少生”和“独生”环境的形成有密切关系。经济转型中人口迁移流动加速也促使家庭类型变化。在这一背景之下，家庭养老资源进一步萎缩，这对社会保障和社会服务工作提出了更迫切的要求。",2006,26,3,118,136,19
"青少年对父母亲职及亲子关系质量的认知：香港与上海的比较[J].","石丹理　韩晓燕　李美羚.","社会杂志,2006,26(3):137-157.","本研究最基本的问题是：香港和上海的青少年在父母控制，亲子关系质量，以及心理健康方面是否存在着差异。香港（3，017名）和上海（3，022名）的中学生对以下几方面表达了自己的观点：父母行为控制、父母心理控制、透过中国文化本土观念评估的父母管教、父母对传统中国文化亲职信念的认同、亲子关系质量，以及心理健康。从数据中可以得出以下结论：1）相对于上海的父母，香港父母的行为控制较弱，就传统中国文化管教观念而言的管教较弱，对传统中国文化管教子女信念的认同较弱，但他们的心理控制较强；2）相对于上海的青少年，香港的青少年认为亲子关系质量较差，他们的心理健康较差，并不太愿意在放学后回家，与父母或其他成年人在一起。",2006,26,3,137,157,21
"高等教育扩展与入学机会差异：1978～2003[J].","刘精明.","社会杂志,2006,26(3):158-179.","自1978年中国高考制度恢复以来，社会阶层背景、本人职业位置、高中教育分流、城市等级、性别等因素对不同形式的高等教育入学机会的影响存在着较大差异；自1999年高等教育扩招以来，社会阶层背景的影响出现了两种截然不同的变化态势：优势阶层的教育投资趋向转向正规的大学本科，因而他们在大学本科教育方面的机会优势则出现成倍扩大。同时，受过良好教育的体力劳动者的子代在获得各类高等教育机会时均保持并继续扩大着较高的机会优势。本研究采用GSS2003 数据，分析技术为事件史的Cox 比例风险模型。",2006,26,3,158,179,22
"高校里的新传统主义——由“校长日”制度看学校与学生的关系[J].","何明洁.","社会杂志,2006,26(3):180-193.","华尔德的“新传统主义”理论为研究中国单位制度建立了新的范式，奠定了研究计划时期中国大陆工厂与政治的基础。高等院校作为转型期计划体制最后的阵地之一，还留存着不少计划时期的特征。本文试图借助华尔德的“新传统主义”理论模式，以某高校“校长日”制度为切入点，考察学校与学生的关系，透视高校内部的社会结构，探究高校管理秩序建立的基础和校内各方行动逻辑，从而为研究高校等大型社会组织管理体制改革提供一种微观的、经验性的视角。",2006,26,3,180,193,14
